Population,maternal_plant,Family_ID,seeds,label,Date_planted,Germination_date,Time_to_germination,Is.germinated,Row,Column ,Date_flower_start,Days_to_first_flower,Bnr_wdth1.1,Bnr_length1.1,Bnr_wdth1.2,Bnr_length1.2,Bnr_wdth1.3,Bnr_length1.3,Bnr_wdth2.1,Bnr_length2.1,Bnr_wdth2.2,Bnr_length2.2,Bnr_wdth2.3,Bnr_length2.3,Inflor_height1,Inflor_height2,Inflor_height3,Number of flowers_inflorescences 1,Number of flowers_inflorescences 2,Number of inflorescences ,width_leaf1,length_leaf1,heigth_leaf1,width_leaf2,length_leaf2,heigth_leaf2,width_leaf3,length_leaf3,heigth_leaf3,Width_stolon1,Width_stolon2,weigth_flowers+bag,weigth_plant+bag,HCN_Results,Comments_HCN
13,6,5,4,13-5-4,2017-04-26,2017-04-30,4,1,14,1,2017-06-26,57,2.9,4.82,3.4,5.35,2.69,4.52,4.54,7.08,4.21,6.69,4.26,6.77,115.26,126.48,117.44,43,53,31,10.9,12.06,350,11.47,13,300,10.85,13.61,410,1.4,1.23,6.415,9.635,0,
2,8,6,4,2-6-4,2017-04-25,2017-04-30,5,1,14,2,2017-07-03,64,4.04,6.84,3.93,6.38,3.56,7,3.72,7.31,4.04,6.42,3.88,6.85,108.18,114.16,122.51,54,62,26,13.65,16.25,610,13.47,17.57,600,14.6,17.4,560,1.54,1.52,5.323,9.465,0,
24,11,6,2,24-6-2,2017-04-27,2017-05-01,4,1,14,3,2017-07-06,66,2.96,5.5,2.96,5.32,2.94,5.55,3.65,7.34,4.12,6.16,3.68,6.36,67.42,82.03,90.66,52,53,13,10,11,250,9.07,11.6,240,11.71,12.6,200,1.15,1.31,4.089,7.906,0,
25,13,3,2,25-3-2,2017-04-27,2017-04-30,3,1,14,4,2017-07-02,63,3.18,6.5,3.72,6.01,3.19,6.02,3.39,6.79,3.52,6.24,3.51,6.02,110.89,108.06,117.59,56,53,19,13.62,14.7,490,10.68,12.3,350,13.5,14.7,460,1.41,1.52,4.479,8.196,0,
15,4,2,2,15-2-2,2017-04-26,2017-04-29,3,1,14,5,2017-06-21,53,3.58,6.17,3.99,6.72,3.39,6.39,3.75,6.85,3.78,6.66,4,7.13,99.29,81.29,67.39,30,49,21,12.46,12.35,320,9.15,11.6,360,12.47,13.2,500,1.46,1.05,4.728,9.214,0,
14,7,3,5,14-3-5,2017-04-26,2017-04-30,4,1,14,6,2017-07-03,64,3.01,5.45,3.48,6.43,3.73,6.48,3.39,6.54,3.44,6.39,3.45,6.4,97.44,93.69,112.58,44,35,37,11,14.58,350,11.27,12.59,380,8.84,9.75,490,0.95,0.9,5.638,9.198,0,
25,1,7,3,25-7-3,2017-04-27,2017-04-30,3,1,14,7,2017-07-03,64,3.85,6.39,3.23,6.33,3.53,6.77,3.88,6.6,3.67,6.97,3.63,6.88,82.73,88.9,73.29,51,52,37,12.2,13.06,360,12.87,13.95,390,11.48,13.37,350,1.18,1.54,4.508,10.032,0,
5,10,1,1,5-1-1,2017-04-25,2017-05-01,6,1,14,8,2017-07-02,62,3.01,5.07,3.68,6.1,3.54,5.1,3.6,5.7,3.43,5.41,3.39,5.32,99.32,89.78,124.73,44,41,51,6.69,8.33,360,9.13,11.3,390,7.37,8.56,340,1.09,1.1,6.312,10.145,1,
2,7,5,4,2-5-4,2017-04-25,2017-04-30,5,1,14,9,2017-06-19,50,4,7.03,3.73,7.24,3.87,7.18,3.73,6.73,3.69,6.53,3.91,7.55,114.53,123.38,89.94,40,40,33,5.97,6.9,500,12.38,13.73,620,11.24,11.56,510,0.98,1.41,6.613,7.706,0,
2,1,1,4,2-1-4,2017-04-25,2017-04-29,4,1,14,10,2017-06-18,50,3.41,6.25,3.25,6.02,3.23,5.93,3.76,6,3.19,6.75,2.99,6.21,60.39,100.94,77.16,53,31,19,11.23,10.41,670,10.62,11.4,500,13.37,14.3,470,1.39,1.43,3.589,6.778,1,
12,8,2,1,12-2-1,2017-04-26,2017-04-30,4,1,14,11,2017-06-26,57,3.61,6.4,3.34,6.56,3.56,6.73,3.8,7.8,3.87,7.03,3.49,6.7,98.86,109.41,118,59,56,36,9.63,11,340,11.72,12.85,390,10.18,12.68,300,1.37,1.74,6.914,11.245,1,
10,3,6,4,10-6-4,2017-04-26,2017-05-01,5,1,14,12,2017-07-01,61,3.74,6.6,3.48,6.22,3.63,6.89,3.69,6.48,3.12,6,3.69,6.03,104.45,104.48,62.02,48,59,30,8.88,9.91,420,6.96,8.38,320,6.42,9.07,540,1.13,1.17,4.778,9.645,0,
10,2,7,1,10-7-1,2017-04-26,2017-04-30,4,1,14,13,2017-07-07,68,3.29,6.02,3.7,6.43,3.98,6.61,3.94,6.04,3.84,6.62,3.59,5.93,80.78,90.85,94.19,55,50,42,9.16,11.28,470,8.75,9.95,450,12.14,13.79,340,1.46,1.13,5.079,6.613,0,
14,9,5,3,14-5-3,2017-04-26,2017-05-02,6,1,14,14,2017-07-07,66,3.8,7.2,3.73,6.55,4.03,6.69,4.19,5.89,2.95,5.73,3.56,5.09,144.7,104.61,137.75,28,28,37,12.59,14.55,500,11.23,13.67,690,14.08,15.35,760,1.34,1.22,3.689,8.845,1,
10,11,3,5,10-3-5,2017-04-26,2017-04-30,4,1,14,15,2017-06-30,61,3.47,6.08,3.44,6.77,3.78,5.54,3.29,6.53,3.61,7.1,3.1,6.5,146.03,117.55,114.35,66,67,43,12.11,14.08,570,9.79,11.81,460,11.7,13,670,1.01,1.12,6.289,10.835,0,
1,7,5,1,1-5-1,2017-04-25,2017-05-05,10,1,14,16,2017-07-07,63,4.3,5.7,3.99,5.95,3.74,5.18,4.36,5.82,4.09,6.55,4.28,6.61,105.71,131.81,121.99,64,63,7,9.18,10.5,560,8.75,9.6,430,8.85,9.94,360,1.14,1.17,4.147,8.45,0,
9,3,7,4,9-7-4,2017-04-26,2017-04-30,4,1,14,17,2017-07-07,68,3.45,5.49,3.53,5.28,3.54,6.28,3.74,7.1,3.71,7.12,3.93,7.23,78.76,138.23,76.8,,,15,11.35,11,370,10.2,11.17,430,11.06,13.37,450,1.61,1.36,4.615,11.958,0,
1,2,1,3,1-1-3,2017-04-25,2017-05-04,9,1,14,18,2017-07-06,63,3.55,6.28,3.4,6.1,3.4,6.5,3.76,6.94,3.74,6.79,3.23,7.3,81.14,105.48,101.89,59,59,22,10.56,11.87,350,8.84,9.58,330,12.31,13.39,470,1.11,1.28,4.531,10.286,0,
14,12,8,5,14-8-5,2017-04-26,2017-04-29,3,1,14,19,2017-07-06,68,3.22,6.12,3.09,5.6,2.89,5.11,3,5.84,3.54,5.77,3.4,7.02,112.62,117.7,139.31,54,47,32,10.58,11.12,580,12.11,13.85,560,13.81,14.49,510,1.33,1.31,6.097,9.978,1,
23,5,8,5,23-8-5,2017-04-27,2017-05-04,7,1,14,20,2017-07-09,66,2.24,3.5,2.75,4.77,2.59,3.44,3.44,5.37,3.1,5.02,3.78,6.67,97.78,127.13,137.72,91,17,12,9.3,9.97,550,9.42,10.06,390,12.21,12.67,750,1.06,1.08,3.768,10.186,1,
16,11,5,2,16-5-2,2017-04-26,2017-04-29,3,1,14,21,2017-07-04,66,4.03,7.08,4.11,6.45,3.93,5.96,3.36,5.39,3.41,5.56,3.73,6.26,123.86,150.67,124.67,58,57,27,10.23,12.49,440,10.38,11.89,520,13.83,14.21,630,1.77,1.58,5.389,8.915,1,
12,7,5,5,12-5-5,2017-04-26,2017-04-30,4,1,14,22,2017-07-16,77,3.89,6.16,3.23,5.99,3.86,5.86,3.48,5.99,3.53,5.48,3.36,5.44,100.85,91.64,68.82,,,12,12.06,12.56,430,10.45,10.37,420,13.66,12.13,350,1.11,1.14,3.7,11.177,0,
19,2,1,1,19-1-1,2017-04-27,2017-05-07,10,1,14,23,2017-07-05,59,3.72,6.47,3.92,6.42,3.03,6.09,3.74,7.85,3.67,5.7,3.87,7.06,128.89,117.68,102.17,51,47,23,12.13,11.5,410,9.47,10.6,490,9.82,10.78,530,1.27,1.11,5.078,7.72,0,
24,13,4,2,24-4-2,2017-04-27,2017-05-01,4,1,14,24,2017-07-02,62,4.49,7.44,4.08,6.58,4.08,7.46,4.46,7.46,3.94,7.02,4.04,7.35,147.24,136.93,111.45,51,53,36,10.87,13,510,11,12.3,550,10.64,12.1,540,1.29,1.46,5.719,7.689,0,
24,5,5,4,24-5-4,2017-04-27,2017-05-02,5,1,14,25,2017-07-02,61,3.45,7.14,4.08,6.91,3.54,6.88,3.62,6.6,3.23,6.57,3.53,6.91,80.32,62.35,83.97,60,45,14,7.58,9.4,400,9.83,12.4,380,9.6,11.4,330,1.06,1.12,4.63,9.013,0,
7,15,5,3,7-5-3,2017-04-26,2017-04-30,4,1,14,26,2017-07-05,66,3.82,6.87,4.02,6.42,3.78,5.93,4.28,6.71,4.42,6.37,3.83,5.78,124.36,114.38,131.28,53,31,27,13.63,14.64,910,9.84,11.38,900,11.62,12.6,550,1.23,1.53,4.947,9.475,0,
14,13,4,1,14-4-1,2017-04-26,2017-05-01,5,1,14,27,2017-06-30,60,3.7,5.28,3.14,5.2,2.9,5.04,2.84,5.3,3.24,6.15,3.7,5.23,107.57,119.68,119.9,43,49,20,9.9,10.8,430,10.16,11,260,12.57,13.3,310,1.28,1.59,4.446,8.652,0,
18,7,4,5,18-4-5,2017-04-27,2017-05-01,4,1,14,28,2017-07-07,67,3.2,5.48,3.09,5.4,3.05,5.79,3.55,5.52,3.15,5.8,3.47,5.43,85.75,80.02,89.85,58,63,9,8.32,9.12,300,7.34,8.63,390,7.86,9.15,320,1,1.2,4.036,9.216,0,
6,9,2,2,6-2-2,2017-04-25,2017-05-01,6,1,14,29,2017-07-07,67,4.15,6.3,3.78,6.61,4.14,7.5,4.32,6.42,4.18,6.42,4.16,6.88,107.5,114.09,117.46,48,47,19,12.03,12.4,470,10.7,11.5,380,12.26,13.3,460,1,1.3,4.697,9.435,0,
25,3,2,3,25-2-3,2017-04-27,2017-04-30,3,1,14,30,2017-06-24,55,3.28,6.95,3.61,6.68,3.19,6.79,3.57,7.08,3.54,7.01,3.35,6.87,108.06,93.66,114.95,54,42,37,9.62,11.2,560,8.9,10.49,300,8.97,11.3,430,1.42,1.55,4.729,7.629,0,
9,1,3,5,9-3-5,2017-04-26,2017-05-04,8,1,14,31,2017-07-13,70,4.12,5.92,3.24,5.87,3.5,5.94,,,,,,,110.84,,,,,1,9.67,10.3,630,11.54,12.7,870,13.58,14.78,550,1.52,1.47,3.296,8.075,0,
27,11,8,3,27-8-3,2017-04-27,2017-05-01,4,1,14,32,2017-07-03,63,2.93,5.51,3.15,6.1,3.58,6.51,3.6,6.66,3.62,5.92,4.38,7.18,82.9,106.64,79.26,49,48,34,8.43,9.9,300,7.96,10.3,150,10.8,12.2,240,1.1,1.13,4.148,9.754,0,
3,12,2,3,3-2-3,2017-04-25,2017-04-30,5,1,15,1,2017-07-06,67,3.98,7.09,4.05,6.96,3.96,6.04,3.93,6.28,3.48,7.79,3.65,5.74,137.27,153.19,137.43,59,59,18,9.62,10.65,150,11.21,12.36,220,9.31,11,200,0.96,1.14,5.33,8.141,0,
26,5,3,3,26-3-3,2017-04-27,2017-05-02,5,1,15,2,2017-07-07,66,4.05,6.2,3.84,6.34,4.08,6.25,3.47,6.28,3.98,6.56,4.21,7.41,88.12,90.84,77.27,62,65,10,17.95,19.23,450,16.98,18.78,310,13.66,14.8,460,1.69,1.55,4.135,8.569,1,
11,12,2,4,11-2-4,2017-04-26,2017-05-01,5,1,15,3,2017-07-07,67,3.28,5.92,3.37,5.98,3.38,5.99,3.48,6.97,4.07,6.23,3.9,6.39,80.9,54.88,46.36,56,39,18,8.41,9.66,260,6.63,7.54,340,8.43,9.9,230,1.72,1.39,4.346,8.475,0,
13,7,6,3,13-6-3,2017-04-26,2017-04-30,4,1,15,4,2017-06-18,49,4.41,5.24,4.11,5.91,3.87,6.83,4.41,7.11,4.33,7.38,3.9,7.13,94.81,138.18,147.03,63,62,36,11.55,14.8,680,13.22,15.08,450,12.36,14.33,480,1.79,1.59,6.86,9.103,0,
16,6,3,4,16-3-4,2017-04-26,2017-04-30,4,1,15,5,2017-07-02,63,2.95,6.44,3.94,6.96,3.82,5.7,3.81,6.03,3.47,5.95,3.6,5.83,137.84,110.43,101.31,53,57,30,13.01,14.59,340,12.89,13.88,310,13.75,14.68,350,1.56,1.57,5.578,8.689,1,
15,9,6,1,15-6-1,2017-04-26,2017-04-30,4,1,15,6,2017-07-06,67,3.74,6.18,3.6,5.53,3.9,5.91,3.79,6.62,4.01,5.72,5.4,6.33,126.68,104.7,111.61,50,52,22,10.79,11.36,350,12.36,11.72,480,12.29,11.4,370,1.16,1.19,5.356,12.263,0,
9,8,5,5,9-5-5,2017-04-26,2017-05-04,8,1,15,7,2017-07-06,63,3.79,5.98,4.37,7.08,4,6.36,4.21,8.25,4.93,7.13,4.47,8.16,140.74,102.05,156.63,49,42,11,12.37,14.77,750,17.92,20,980,10.9,12,370,1.54,1.65,4.936,10.92,0,
15,1,1,4,15-1-4,2017-04-26,2017-04-30,4,1,15,8,2017-07-07,68,3.23,5.71,3.73,6.01,3.78,6.34,3.94,6.4,3.98,6.73,3.51,7.53,102.1,76.51,59.53,54,50,11,15.34,13.7,410,14.6,15,300,13.2,13.8,240,1.23,1.35,4.643,11.596,0,
17,4,1,4,17-1-4,2017-04-26,2017-04-29,3,1,15,9,2017-07-05,67,3.63,5.72,3.57,7.12,2.7,3.63,4.12,6.37,4.13,7.23,3.37,8.06,185.87,160.66,156.02,59,50,24,13.15,16.2,310,9.7,11.4,290,10.5,12.4,510,1.44,1.65,5.835,9.026,0,
14,13,4,4,14-4-4,2017-04-26,2017-04-30,4,1,15,10,2017-06-28,59,3.24,5.85,3.22,6.01,3.43,6.27,4.1,5.88,3.37,5.92,3.22,6.28,160.81,152.58,153.26,30,41,18,13.43,14.42,310,10.61,11.93,490,10.19,10.57,520,1.5,1.29,5.641,7.386,0,
18,4,2,2,18-2-2,2017-04-27,2017-05-04,7,1,15,11,2017-06-29,56,3.53,6.82,3.43,5.98,3.6,6.89,3.87,7.04,3.71,6.99,3.55,6.2,135.88,123.48,123.98,59,52,35,10.57,12.3,250,8.57,9.34,200,7.35,8.9,190,0.99,0.92,5.641,8.689,0,
2,8,6,2,2-6-2,2017-04-25,2017-04-30,5,1,15,12,2017-06-18,49,3.4,6.44,2.78,6.07,3.25,6.46,3.34,6.48,3.54,6.26,3.26,6.21,75.54,73.92,83.87,66,54,23,11.07,14.4,530,16.99,21.9,750,15.54,19.33,560,1.92,1.42,4.801,9.213,0,
24,8,2,2,24-2-2,2017-04-27,2017-04-30,3,1,15,13,2017-07-04,65,3.49,5.34,3.28,4.72,3.49,5.25,3.48,6.17,3.46,5.28,3.62,6.56,87.81,84.78,77.01,39,44,20,7.9,8.6,260,8.82,11.37,220,10.49,11.41,260,0.99,1.15,4.576,7.745,0,
25,13,3,3,25-3-3,2017-04-27,2017-04-30,3,1,15,14,2017-06-28,59,3.6,6.56,3.86,6.66,4.37,7.1,2.88,5.21,3.42,5.31,2.98,5.04,134.37,91.02,92.79,62,28,16,7.75,10.75,630,8,12,530,10.84,14.54,710,1.39,1.45,4.715,9.174,0,
24,6,3,4,24-3-4,2017-04-27,2017-05-01,4,1,15,15,2017-07-07,67,3.97,6.24,3.71,6.19,3.85,6.01,4.11,6.25,3.72,5.29,3.59,5.95,166.36,125.31,142.77,60,60,15,11.42,12.46,240,11.27,10.9,340,11.87,13.11,240,1.01,1.09,5.007,9.135,0,
26,10,2,4,26-2-4,2017-04-27,2017-04-30,3,1,15,16,2017-07-02,63,3.86,6.31,3.64,6.09,3.53,6.63,3.98,6.91,4.04,6.72,3.89,6.33,101.22,80.29,113.89,60,58,31,11.05,14.27,230,12.66,14.2,190,9.55,16.69,280,1.57,1.44,5.493,9.777,1,
13,8,7,5,13-7-5,2017-04-26,2017-04-30,4,1,15,17,2017-06-19,50,3.04,5.14,3.31,5.27,3.19,5.78,3.8,5.54,3.53,5.01,3.21,6.13,78.84,81.36,119.72,66,29,38,10.15,11.99,340,8.87,9.54,500,9.16,9.8,330,1.86,1.55,6.701,10.768,1,
11,1,1,1,11-1-1,2017-04-26,2017-05-01,5,1,15,18,2017-07-06,66,3.23,5.53,2.84,5.84,3.2,6.03,3.11,6.36,3.85,5.61,3.5,5.85,104.93,111.08,131.18,30,60,27,11.89,13.6,540,11.42,12.25,630,11.23,12.07,450,1.06,1.12,5.236,9.526,1,
7,10,6,1,7-6-1,2017-04-26,2017-04-30,4,1,15,19,2017-07-05,66,3.66,7.18,4.18,6.51,3.84,7.06,3.76,6.06,3.75,6.01,3.45,6.25,141.1,105.19,130.93,48,46,12,9.13,10.5,510,10.52,11.08,360,8.3,11.6,420,1.2,1.02,3.546,9.145,0,
7,6,7,3,7-7-3,2017-04-26,2017-05-01,5,1,15,20,2017-07-03,63,3.24,6.09,3.24,6,3.48,6.47,3.24,6,3.41,6.34,3.5,6.03,106.52,121.09,139.75,54,49,39,8.4,10.33,350,10.99,14.35,350,8.82,11.64,580,1.22,1.5,5.964,9.678,1,
2,9,7,4,2-7-4,2017-04-25,2017-04-28,3,1,15,21,2017-06-19,52,2.94,5.34,3.44,5.35,3.23,5.89,3.3,6.41,3.36,6.36,3.42,5.85,71.91,71.98,76.25,37,38,33,10,14.6,460,11.53,13.92,430,10.1,11.87,390,1.24,1.3,5.578,11.01,0,
9,8,5,3,9-5-3,2017-04-26,2017-04-30,4,1,15,22,2017-07-11,72,4.68,8.3,4.29,7.78,4.3,7.64,4.57,7.45,4.21,7.13,4.23,8.29,136.44,77.63,116.83,48,49,10,9.38,10.9,690,8.96,10.88,370,8.96,11.87,530,1.31,1.38,4.118,11.089,0,
7,3,2,3,7-2-3,2017-04-26,2017-05-04,8,1,15,23,,#NUM!,,,,,,,,,,,,,,,,,,0,16.42,13.8,700,14.4,13.9,600,14.02,15.32,630,1.86,1.27,,10.856,0,
20,3,3,1,20-3-1,2017-04-27,2017-05-01,4,1,15,24,2017-06-25,55,3.59,5.63,3.92,5.83,3.92,6.09,3.89,6.62,3.96,6.57,4.06,6.68,88.59,100.5,95.17,57,50,38,8.19,9.42,500,8.27,9.75,550,8.52,11.6,280,1.12,1.18,6.623,9.299,0,
11,11,5,3,11-5-3,2017-04-26,2017-05-02,6,1,15,25,2017-07-02,61,3.83,6.5,3.22,6.09,3.92,6.07,3.41,7.11,3.6,6.37,3.43,5.81,89.42,98.39,86.53,54,54,41,11.94,14.08,490,12.88,14.2,420,13.21,15.03,410,1.2,1.19,5.823,9.206,0,
26,10,2,3,26-2-3,2017-04-27,2017-04-30,3,1,15,26,2017-06-25,56,3.39,6.5,3.41,6.35,4.05,5.92,4.15,6.53,4.22,6.75,3.65,7,140.41,135.87,133.2,71,60,36,14.82,16.99,400,14.08,19.87,550,14.9,15.7,500,1.52,1.61,6.734,8.536,1,
22,13,6,2,22-6-2,2017-04-27,2017-04-30,3,1,15,27,2017-07-03,64,3.73,6.95,4.12,6.93,4.07,7.67,3.89,6.3,3.97,6.72,3.88,6.34,124.26,115.5,115.53,51,42,10,16.55,18.94,660,13.33,15.4,510,16.41,18,450,1.52,1.38,4.016,10.963,1,
6,10,1,3,6-1-3,2017-04-25,2017-05-01,6,1,15,28,2017-07-03,63,3.15,5.74,3.11,5.76,3.87,6.74,3.63,5.81,3.38,6.41,3.8,5.83,95.57,81.06,124.05,46,50,17,8.83,10.3,400,11.88,14,270,7.9,9.22,430,0.92,1.18,4.18,8.861,0,
9,5,2,4,9-2-4,2017-04-26,2017-04-30,4,1,15,29,2017-07-11,72,3.62,5.4,3.32,5.61,3.15,4.95,3.37,5.37,3.25,5.85,3.47,6.18,36.5,91.06,87.6,44,48,7,12.09,13.6,380,11,13.2,600,14.6,16.3,560,1.25,1.44,3.412,9.765,0,
6,11,3,5,6-3-5,2017-04-25,2017-05-01,6,1,15,30,2017-07-03,63,3.5,6.03,3.4,6.31,3.42,5.29,2.97,5.92,3.1,5.9,2.98,6.25,99.17,120.84,103.21,51,59,28,14.16,14.6,570,10.53,11.9,470,11.87,13,530,1.07,0.99,4.896,9.107,0,
14,1,2,1,14-2-1,2017-04-26,2017-05-01,5,1,15,31,2017-06-20,50,3.57,6.71,3.16,5.39,3.68,6.19,3.37,5.03,3.58,5.8,3.43,5.56,120.49,112.07,118.52,50,43,30,10.41,11.6,440,10.72,12.51,620,12.11,10.6,610,1.46,1.18,4.749,9.345,0,
25,9,7,1,25-7-1,2017-04-27,2017-04-30,3,1,15,32,2017-07-12,73,3.66,6.11,3.88,5.93,3.52,6.2,3.89,5.61,3.94,6.29,4.36,6.02,85.18,127.46,113.57,45,50,16,13.47,14.1,470,12.86,14.97,580,13.73,16.65,490,1.51,1.47,3.536,8.302,0,
18,9,5,1,18-5-1,2017-04-27,2017-05-02,5,1,16,1,2017-06-21,50,3.35,4.23,3.21,5.76,3.39,5.65,3.43,6.19,3.36,5.35,3.48,5.12,92.98,106.4,110.42,62,60,47,9.97,11.12,270,7.64,22,230,7.97,10.13,390,1.18,1.07,5.71,8.596,0,
18,2,1,1,18-1-1,2017-04-26,2017-04-30,4,1,16,2,2017-07-03,64,3.64,6.61,3.72,6.79,3.55,6.68,3.32,6.92,3.27,5.87,3.53,6.22,122.77,117.01,116.19,67,51,25,9.56,11.55,420,8.62,10.29,380,11.33,10.14,530,1.15,1.29,4.91,7.167,0,
5,10,1,3,5-1-3,2017-04-25,2017-05-01,6,1,16,3,2017-07-05,65,3.45,6.27,3.03,5.86,3.47,5.92,3.63,5.55,3.64,5.87,3.79,6.12,97.87,135.74,129.05,50,50,46,15.6,15.1,340,12.36,13.33,320,11.8,12.8,270,1.71,1.31,4.589,11.798,0,
18,2,1,4,18-1-4,2017-04-26,2017-05-04,8,1,16,4,2017-06-19,46,3.68,6.79,3.79,7.01,4.04,6.97,3.83,6.69,3.57,6.35,3.32,6.46,124.2,94.78,134.45,50,50,44,10.6,13.6,460,12.4,13.8,640,13.11,13.8,760,1.02,1.49,7.518,8.246,0,
17,1,4,4,17-4-4,2017-04-26,2017-04-30,4,1,16,5,2017-07-03,64,3.82,6.42,3.83,6.2,3.54,6.59,3.74,6.39,3.82,5.52,3.6,5.8,117.92,109.59,122.09,51,49,31,10.79,11.3,490,11.41,12.28,600,10.25,11.86,690,1.43,1.24,5.617,10.065,0,
9,14,4,4,9-4-4,2017-04-26,2017-05-04,8,1,16,6,,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11,2,2,8-2-2,2017-04-26,2017-05-02,6,1,16,7,2017-07-07,66,3.5,8.22,4.28,8.32,3.85,8.33,4.17,8.59,4.16,8.12,3.85,7.97,119.99,119.29,129.35,,,25,9.94,10.9,430,11.85,13.13,540,11.24,12.61,520,1.37,1.07,5.18,8.289,0,
14,13,4,2,14-4-2,2017-04-26,2017-04-30,4,1,16,8,2017-07-05,66,3.87,5.59,3.61,5.44,3.63,5.7,4.22,6.7,3.76,7.09,3.72,7.05,98.94,128.19,144.37,58,55,14,9.31,11.28,370,11.36,13.7,450,11.51,13.3,300,1.27,1.15,3.97,7.386,0,
2,3,3,4,2-3-4,2017-04-25,2017-04-29,4,1,16,9,2017-07-02,64,4.06,6.57,3.93,6.87,3.77,7.1,3.7,6.46,3.93,6.71,3.94,6.86,113.56,106.58,100.72,50,74,32,12.09,18.4,350,13.66,17.6,500,10.22,13.4,490,1.46,1.4,7.336,10.587,0,
8,8,3,5,8-3-5,2017-04-26,2017-04-30,4,1,16,10,2017-06-30,61,3.87,8.27,4.6,8.02,4.44,8.14,3.93,8,4.36,7.96,4.2,7.68,131.53,115.37,135.67,74,71,31,11.45,12.8,390,11.54,12.9,790,11.93,13.8,400,1.54,2.11,6.623,7.378,0,
17,4,1,2,17-1-2,2017-04-26,2017-04-29,3,1,16,11,2017-07-01,63,4.14,7.05,4.01,6.14,3.41,6.43,3.97,5.55,3.79,6.45,3.77,6.44,113.91,113.65,113.19,54,53,45,9.1,11.5,260,8.68,11.85,480,8.88,10.33,340,1.23,1.13,6.445,11.056,0,
14,2,1,1,14-1-1,2017-04-26,2017-04-30,4,1,16,12,2017-07-02,63,4.01,7.59,3.86,6.86,3.92,7.41,3.58,6.55,3.51,6.92,3.55,6.99,95.7,116.67,93.82,52,57,27,9.39,13.04,350,10.4,12.04,360,9.49,10.8,330,1.28,1.33,4.798,7.856,0,
2,7,5,2,2-5-2,2017-04-25,2017-04-28,3,1,16,13,2017-06-19,52,3.92,6.51,4.07,7.1,3.64,6.9,3.72,5.42,3.47,5.64,3.83,5.86,86.65,96.52,89.39,103,44,20,9.54,16,280,9.79,13.8,460,12.69,15.8,230,1.89,2.12,6.243,10.078,0,
6,9,2,3,6-2-3,2017-04-25,2017-05-01,6,1,16,14,2017-06-19,49,3.97,6.34,3.44,5.49,3.59,6.08,3.9,6.15,3.15,6.16,3.88,6.59,98.96,112.03,127.94,42,55,34,9.79,11.8,230,8.82,9.3,510,8.75,10.7,360,1.12,1.15,5.62,9.056,0,
18,2,1,3,18-1-3,2017-04-26,2017-05-04,8,1,16,15,2017-06-25,52,4.14,7.64,3.96,7.89,3.74,7.48,3.46,6.97,3.68,7.05,3.58,7.47,131.29,147.55,139.79,65,63,33,11.87,12.7,370,10.3,11.3,420,14.4,15.6,540,1.28,1.32,6.447,7.616,0,
10,14,1,1,10-1-1,2017-04-26,2017-05-04,8,1,16,16,2017-07-13,70,3.26,5.8,3.19,5.2,2.97,4.9,3.14,5.66,3.38,5.9,3.66,5.57,65.93,,,,,20,13.85,15.3,400,12,13.18,490,11.73,13.32,450,1.28,1.19,4.82,9.956,0,
23,4,7,2,23-7-2,2017-04-27,2017-04-30,3,1,16,17,2017-07-06,67,3.81,5.78,3.48,6.37,3.52,6.04,3.61,6.31,3.51,5.95,3.31,5.66,91.91,126.78,100.93,57,20,28,10.42,11.4,350,11.85,12.8,280,11.8,13.4,530,1.07,1.33,5.154,9.775,1,
8,10,6,3,8-6-3,2017-04-26,2017-05-02,6,1,16,18,2017-07-07,66,2.84,5.85,3.23,5.91,3.36,6.14,3.67,6.33,3.73,6.92,3.21,6.52,70.23,84.05,73.34,57,62,26,14.4,15.5,530,10.85,11.5,350,11.5,13,480,1.3,1.22,5.123,9.623,0,
15,12,7,1,15-7-1,2017-04-26,2017-04-30,4,1,16,19,2017-07-03,64,3.19,6.75,3.22,6.34,3.51,6.91,3.47,6.73,3.56,6.26,3.36,6.28,137.7,136.3,147.97,80,74,48,7.7,8.88,250,7.8,8.9,340,8.19,9.3,240,1.28,1.45,6.924,7.725,0,
11,8,3,4,11-3-4,2017-04-26,2017-04-30,4,1,16,20,2017-07-12,73,3.55,6.35,3.98,6.63,4.28,5.76,,,,,,,53.88,62.33,59.72,43,,11,11.9,11.5,280,12.44,11.7,430,15.18,14.5,280,1.18,1.11,4.443,12.596,0,
16,7,2,1,16-2-1,2017-04-26,2017-04-29,3,1,16,21,2017-07-07,69,4.12,6.66,4.38,6.72,3.51,6.18,3.5,6.35,3.07,6.45,3.83,7,136.13,143.2,146.2,62,59,6,10.32,12.7,750,11.12,13.18,680,10.74,19.3,740,1.54,1.63,3.264,11.367,1,
4,7,8,2,4-8-2,2017-04-25,2017-05-01,6,1,16,22,2017-07-03,63,3.58,5.94,3.31,5.66,3.46,6.02,3.42,5.61,3.47,5.55,3.49,6.63,97.77,121.55,80.91,45,48,25,9,10.3,350,10.1,11.11,290,10.12,9.8,220,1.32,1.22,5.531,9.576,0,
