Population,maternal_plant,Family_ID,seeds,label,Date_planted,Germination_date,Time_to_germination,Is.germinated,Row,Column ,Date_flower_start,Days_to_first_flower,Bnr_wdth1.1,Bnr_length1.1,Bnr_wdth1.2,Bnr_length1.2,Bnr_wdth1.3,Bnr_length1.3,Bnr_wdth2.1,Bnr_length2.1,Bnr_wdth2.2,Bnr_length2.2,Bnr_wdth2.3,Bnr_length2.3,Inflor_height1,Inflor_height2,Inflor_height3,Number of flowers_inflorescences 1,Number of flowers_inflorescences 2,Number of inflorescences ,width_leaf1,length_leaf1,heigth_leaf1,width_leaf2,length_leaf2,heigth_leaf2,width_leaf3,length_leaf3,heigth_leaf3,Width_stolon1,Width_stolon2,weigth_flowers+bag,weigth_plant+bag,HCN_Results,Comments_HCN
16,4,7,1,16-7-1,2017-04-26,2017-04-29,3,1,8,17,2017-07-07,69,3.56,6.23,3.74,7.03,4.09,5.73,4.34,6.45,3.84,6.81,4.15,5.48,106.79,126.82,120.31,,,10,12.19,13.6,350,10,10.92,400,10.83,12.58,310,1.54,1.2,3.903,9.563,1,
27,14,4,5,27-4-5,2017-04-27,2017-05-01,4,1,8,18,2017-07-07,67,3.21,5.64,3.27,5.96,3.4,5.1,3,5.75,3.17,6.26,3.83,5.38,60.16,58.4,71.45,37,15,28,12.56,13.55,250,11.33,11.46,390,11.71,12.68,350,1.27,1.15,4.374,7.614,0,
25,14,8,2,25-8-2,2017-04-27,2017-05-01,4,1,8,19,2017-07-03,63,3.28,5.73,3.05,5.09,3.29,5.75,3.58,6.11,3.54,5.45,2.98,4.63,108.31,108.28,91.59,52,51,17,11.94,15.18,550,12.64,15.23,530,14.04,12.93,430,1.4,1.45,5.031,7.603,0,
22,14,7,2,22-7-2,2017-04-27,2017-05-02,5,1,8,20,2017-06-28,57,3.32,5.8,3.36,5.65,3.23,5.96,3.31,6.14,3.34,5.85,3.2,6.88,97.01,91.4,150.31,34,27,27,15.51,16.98,610,12.1,14.12,650,15.2,14.96,880,1.41,1.48,5.141,9.324,1,
27,12,7,2,27-7-2,2017-04-27,2017-04-30,3,1,8,21,2017-06-14,45,3.87,6.25,3.75,5.77,3.84,6.12,3.26,5.46,3.34,5.85,3.35,5.32,93.5,67.12,85.83,,,36,10.79,14.12,440,10.61,13.64,460,9.71,12.97,400,1.51,1.4,4.845,7.623,0,
11,9,6,1,11-6-1,2017-04-26,2017-04-30,4,1,8,22,2017-07-07,68,3.12,5.18,3.03,5.34,3.24,5.51,3.34,4.72,2.92,5.05,2.77,4.71,112.96,93.84,76.95,31,17,8,9.55,16.65,300,9.94,10.83,350,9.97,11.24,360,1.34,1.18,3.326,6.687,0,
19,3,2,4,19-2-4,2017-04-27,2017-05-04,7,1,8,23,2017-07-16,73,2.99,5.49,2.86,5.22,3.02,5.47,2.69,5.52,3.36,5.47,3.28,5.47,95.81,85.15,,42,32,5,11.56,12.45,460,11.84,12.22,360,12.36,12.21,490,1.24,1.17,3.127,7.365,0,
19,14,8,1,19-8-1,2017-04-27,2017-04-30,3,1,8,24,2017-06-18,49,3.75,5.83,3.54,6.1,3.17,6.29,3.12,5.76,3.17,5.72,3.41,5.64,74.21,87.54,111.51,24,23,44,11.26,13.61,410,9.79,13.89,360,10.25,12.21,390,1.26,1.02,6.607,8.554,0,
17,9,7,4,17-7-4,2017-04-26,2017-04-30,4,1,8,25,2017-07-06,67,3.27,5.97,3.11,5.23,3.14,5.59,4.08,6.42,3.89,5.91,3.56,6.14,93.37,118.52,86.54,55,53,22,12.5,13.62,300,11.26,14.53,370,10.3,11.87,400,1.08,1,4.992,8.746,0,
15,1,1,3,15-1-3,2017-04-26,2017-04-29,3,1,8,26,2017-06-20,52,3.27,4.95,3.23,6.03,2.81,5.17,2.3,4.4,2.03,4.39,2.81,5.23,83.69,81.91,103.99,36,46,15,12.41,14.62,390,12.03,16.52,510,11.28,14.96,450,1.19,1.39,5.139,8.876,0,
4,8,3,2,4-3-2,2017-04-25,2017-04-28,3,1,8,27,2017-07-20,83,3.51,4.91,3.47,6.01,3.46,6.43,3.8,6.04,3.15,6.09,3.63,6.27,72.36,53.53,71.5,41,35,12,14.98,14.62,460,13.54,12.78,360,13.82,13.47,720,1.09,0.89,3.521,9.623,0,
16,6,3,5,16-3-5,2017-04-26,2017-04-30,4,1,8,28,2017-07-03,64,2.99,5.38,2.85,5.02,3.7,6.38,2.79,4.96,3.58,5.72,3.63,5.99,155.93,143.31,144.46,65,81,18,13.41,14.89,780,17.91,19.31,530,17.84,18.63,720,1.25,1.35,5.087,7.936,1,
17,14,2,1,17-2-1,2017-04-26,2017-04-30,4,1,8,29,2017-06-14,45,4.03,6.27,3.4,6.22,3.47,6.19,3.07,5.53,2.81,5.63,2.9,5.7,115.11,99.95,106.82,61,47,38,15.46,17,410,14.58,16.12,440,13.49,16.69,600,1.14,1.13,6.963,7.578,0,
22,11,5,3,22-5-3,2017-04-27,2017-04-30,3,1,8,30,2017-07-07,68,3.28,5.56,3.35,6.27,3.44,6.34,3.39,6.66,3.12,6.66,3.31,6.92,140.24,142.28,128.07,50,48,15,15.11,15.77,370,12.6,15.2,630,12.71,16.65,550,1.16,1.4,4.327,8.223,0,
5,11,6,3,5-6-3,2017-04-25,2017-04-29,4,1,8,31,2017-07-09,71,3.79,6.04,3.82,7.38,3.62,7.64,,,,,,,96.9,,,35,,4,11.93,17.46,450,13.83,17.53,320,13.7,17.68,380,1.54,1.35,3.398,8.089,0,
22,8,3,5,22-3-5,2017-04-27,2017-04-30,3,1,8,32,2017-06-18,49,3.7,6.58,3.11,5.37,3.37,6.6,3.09,6.08,3.6,6.19,3.18,6.26,100.96,82.88,58.59,36,31,7,13.13,12.63,480,11.58,9.41,500,10.18,11.01,480,1.54,1.52,3.323,6.199,1,
13,14,8,3,13-8-3,2017-04-26,2017-04-30,4,1,9,1,2017-07-13,74,3.67,6.06,3.76,6.92,3.31,6.62,3.99,6.76,4.32,6.42,4,6.28,69.99,87.64,84.27,45,53,16,7.22,9.02,370,9.07,10.34,310,9.83,11.85,340,1.28,1.17,3.54,9.206,0,
23,5,8,2,23-8-2,2017-04-27,2017-05-02,5,1,9,2,2017-06-18,47,3.6,6.77,3.72,6.27,3.25,6.37,3.5,6.02,3.56,5.21,3.31,5.82,87.64,96.95,106.3,31,53,17,8.38,9.38,310,7.75,9.68,490,9.08,11.06,470,1.26,1.26,4.368,8.604,0,
4,14,1,5,4-1-5,2017-04-25,2017-04-28,3,1,9,3,2017-07-09,72,3.56,6.26,3.38,5.88,3.09,5.39,3.83,6.09,3.2,6.02,3.17,6.12,40.31,39.38,37.67,91,71,19,9.41,11.37,360,13.38,17.47,640,14.57,17.4,520,1.27,1.26,3.189,12.175,0,
13,1,1,4,13-1-4,2017-04-26,2017-05-04,8,1,9,4,2017-06-18,45,2.68,4.43,2.48,5.07,2.89,5.9,2.94,5.46,3.4,4.93,3.62,5.79,34.27,50.31,70.31,5,42,8,12.14,14.83,640,13.35,15.67,510,13.86,17.5,560,1.46,1.55,3.278,7.154,1,
7,4,1,2,7-1-2,2017-04-26,2017-05-04,8,1,9,5,2017-07-06,63,3.14,5.93,3.38,7.45,3.73,7,3.38,5.85,3.71,5.5,3.71,6.09,105.13,155.31,153.48,23,49,23,10.48,12.45,420,10.52,12.78,440,8.41,9.52,550,1.32,1.34,5.264,8.174,1,
6,6,8,1,6-8-1,2017-04-26,2017-05-01,5,1,9,6,2017-06-18,48,3.82,6.62,3.74,6.87,3.81,6.36,3.04,7.6,5.53,6.55,3.27,6.47,78.07,100.28,92.34,42,41,21,10.42,12.57,540,11.14,13.69,970,9.65,10.5,410,1.33,1.43,3.847,8.165,0,
25,11,4,3,25-4-3,2017-04-27,2017-04-30,3,1,9,7,2017-07-05,66,,,,,,,3.46,5.77,3.25,5.69,2.81,4.86,79.59,93.12,110.97,25,15,4,13.73,13.2,760,10.87,10.22,540,10.41,11.01,620,1.43,1.72,3.287,6.523,0,
22,5,2,5,22-2-5,2017-04-27,2017-05-04,7,1,9,8,2017-06-21,48,3.13,5.79,3.26,5.59,3.49,5.47,3.35,7.22,3.8,7.5,3.57,7.6,119.18,135.88,117.07,41,33,30,12.13,10.79,590,9.57,10.06,470,9.46,9.64,400,1.1,1.08,5.142,7.866,0,
16,2,6,1,16-6-1,2017-04-26,2017-04-29,3,1,9,9,2017-06-24,56,4.19,7.57,4.05,7.19,4.22,7.7,4.1,7.43,4.43,7.29,4.24,7.22,120.96,120.59,117.07,43,46,29,5.02,11.56,400,11.88,15.94,510,10.21,11.59,350,1.29,1.27,6.821,8.246,1,
15,4,2,4,15-2-4,2017-04-26,2017-04-29,3,1,9,10,2017-06-18,50,3.56,6.65,3.27,7.03,3.47,6.47,3.73,7.79,3.75,7.34,4.06,7.29,151.69,120.61,140.49,86,85,8,12.65,14.24,520,13.62,15.42,480,13.44,15.24,560,1.31,1.75,6.25,7.015,0,
23,13,2,1,23-2-1,2017-04-27,2017-05-01,4,1,9,11,2017-06-25,55,2.91,5.45,2.72,5.18,2.87,5.73,2.91,5.12,5.2,2.91,3.12,5.54,114.93,9.43,79.25,25,58,25,8.7,9.47,400,9.07,11.6,500,8.56,11.54,390,1.09,1.27,4.999,8.896,1,
27,2,5,3,27-5-3,2017-04-27,2017-05-01,4,1,9,12,2017-07-05,65,3.47,5.63,3.32,5.3,3.23,5,3.04,4.94,3.34,5.79,2.85,5.48,70.42,70.13,65.72,36,55,31,8.22,11.21,370,10.28,12.87,520,10.15,12.09,420,1.05,1.03,4.298,8.286,0,
24,11,6,1,24-6-1,2017-04-27,2017-05-07,10,1,9,13,2017-07-07,61,3.58,5.43,3.12,5.15,3.21,5.04,3.46,5.64,3.73,5.51,3.76,5.58,48.2,76.74,65.8,61,71,15,10,9.56,370,10.52,9.75,480,10.19,12.26,390,1.31,1.21,4.263,9.224,0,
12,1,3,3,12-3-3,2017-04-26,2017-04-30,4,1,9,14,2017-07-05,66,3.38,6.48,4.24,6.72,3.96,7.02,2.45,4.87,2.37,4.58,2.65,4.2,125.2,133.85,128.77,94,90,23,13.79,19.38,800,13.65,18.84,720,13.37,17.18,560,1.45,1.97,6.111,9.331,1,
17,1,4,1,17-4-1,2017-04-26,2017-04-29,3,1,9,15,2017-07-13,75,3.7,6.55,3.64,6.41,3.77,6.26,3.5,6.3,3.88,6.9,3.85,6.82,135.81,164.81,100.53,42,,7,10.74,13.74,610,11.99,13.34,560,11.36,12.72,550,1.18,1.1,3.929,10.986,1,
27,7,1,4,27-1-4,2017-04-27,2017-04-30,3,1,9,16,2017-06-18,49,4.08,6.6,3.03,6.41,3.33,5.44,4,5.08,3.8,5.32,3.52,6.06,100.39,88.9,65.98,30,58,10,11.36,11.77,360,9.39,10.4,410,9.27,8.95,360,1.32,1.26,3.487,6.567,0,
23,2,3,4,23-3-4,2017-04-27,2017-05-02,5,1,9,17,2017-07-06,65,3.39,4.43,2.84,4.04,2.85,4.27,,,,,,,20.54,,,9,,1,11.72,12.26,450,9.04,9.99,400,13.09,13.01,480,1.5,1.67,3.788,6.074,0,
4,3,7,4,4-7-4,2017-04-25,2017-05-04,9,1,9,18,2017-07-06,63,2.72,4.16,2.95,5.2,2.26,3.83,3.01,5.11,3.33,5.23,3.94,5.39,80.13,79.29,73.34,29,,9,11.45,13.68,500,12.86,13.6,320,11.12,10.22,320,1.4,1.4,3.527,5.663,0,
1,5,3,3,1-3-3,2017-04-25,2017-05-04,9,1,9,19,2017-07-09,66,2.97,3.62,2.99,3.9,2.74,3.94,2.4,3.8,2.39,3.28,2.45,4.01,31.68,39.29,36.61,9,12,4,9.72,12.38,660,13,12.61,540,10.99,11.94,310,1.23,1.16,3.244,6.263,1,
23,5,8,1,23-8-1,2017-04-27,2017-04-30,3,1,9,20,2017-06-28,59,3.54,6.19,3.54,6.58,3.53,6.46,3.33,6.16,3.72,6.18,3.92,6.1,84.23,96.76,100.95,56,57,17,9.22,12.05,450,9.96,13.4,310,9.98,10.95,340,1.31,1.13,4.454,7.596,0,
1,6,4,3,1-4-3,2017-04-25,2017-04-30,5,1,9,21,2017-07-13,74,3.96,5.14,3.31,5.7,3.52,5.94,3.47,5.39,3.63,5.82,3.73,5.89,82.7,101.23,105.72,40,44,4,9.34,11.51,520,9.1,10.2,390,10.7,12.97,520,1.17,0.98,3.255,6.295,0,
11,8,3,2,11-3-2,2017-04-26,2017-04-30,4,1,9,22,2017-07-07,68,3.56,5.97,3.11,4.88,2.81,4,3.03,6.34,3.47,6.39,3.31,6.31,47.7,60.35,78.22,40,53,7,9.14,8.8,390,14.16,15.23,420,16.14,17.2,510,1.25,1.14,3.323,6.598,0,
24,5,5,3,24-5-3,2017-04-27,2017-05-04,7,1,9,23,,#NUM!,,,,,,,,,,,,,,,,,,0,10.26,10.9,210,9.8,10.51,280,10.52,11.06,270,1.38,1.09,,5.809,0,
18,5,3,3,18-3-3,2017-04-27,2017-05-04,7,1,9,24,2017-06-28,55,2.78,5.42,2.96,5.78,2.59,5.06,2.84,5.56,2.78,5.64,2.46,5.54,70.31,71,56.43,40,35,6,12.25,13.03,380,12.6,13.47,320,8.48,10.05,390,1.77,1.63,3.318,6.015,0,
5,1,2,2,5-2-2,2017-04-25,2017-04-29,4,1,9,25,2017-07-13,75,3.87,6.58,4.08,5.84,4.05,6.09,3.33,5.76,3.51,6.17,3.25,5.78,79.77,84.21,,,,2,6.78,7.4,350,5.75,7.41,400,9.6,11.86,350,1.37,1.11,3.29,6.002,0,
8,2,8,4,8-8-4,2017-04-26,2017-04-29,3,1,9,26,2017-07-03,65,3.04,5.71,3.3,5.95,3.71,6.32,3.75,6.99,3.68,6.7,4.07,7.3,134.32,113.74,144.45,40,39,38,12.68,14.76,550,10.31,12.13,460,12.13,13.34,490,1.48,1.44,5.466,8.447,1,
22,10,4,4,22-4-4,2017-04-27,2017-05-01,4,1,9,27,2017-07-06,66,2.99,4.84,3.08,5.69,3.18,5.47,,,,,,,136.78,118.54,88.75,44,47,28,9.99,10.91,420,12.54,13.24,770,10.58,12.28,620,1.16,1.35,3.744,10.693,0,
11,14,7,2,11-7-2,2017-04-26,2017-05-04,8,1,9,28,2017-07-05,62,3.6,5.14,3.46,5.39,2.92,4.94,3.32,4.88,3.27,4.98,2.99,4.52,68.5,89.02,,17,29,2,6.07,8.53,290,11.32,12.32,340,7.46,8.44,370,1.03,1.58,3.188,6.58,1,
21,6,7,2,21-7-2,2017-04-27,2017-05-07,10,1,9,29,2017-07-07,61,3.58,6.2,3.37,5.78,4.05,6.45,4.34,6.1,4.19,6.1,4.02,5.92,107.49,92.04,85.99,54,31,15,12.95,16.35,690,12.9,12.8,580,12.26,13.86,680,1.56,1.83,4.155,9.048,0,
10,2,7,3,10-7-3,2017-04-26,2017-04-30,4,1,9,30,2017-07-07,68,4.55,7,3.91,6.66,4.14,6.58,4.14,6.62,4.17,6.74,4.02,5.95,109.26,94.41,114.05,62,60,14,9.17,10.61,420,9.75,11.02,550,7.83,9.31,520,1.12,1.34,4.333,9.086,0,
17,13,8,5,17-8-5,2017-04-26,2017-04-30,4,1,9,31,2017-07-13,74,3.01,5.57,2.81,5.69,3.59,5.61,3.49,5.65,3.42,5.5,3.33,5.6,102.74,103.73,117.91,41,43,14,11.03,12.44,470,11.28,12.55,540,10.29,12.44,590,1.13,1.1,3.904,7.036,1,
26,1,7,5,26-7-5,2017-04-27,2017-04-30,3,1,9,32,2017-07-05,66,3.25,6.83,4.05,7.51,3.77,7.26,3.8,6.65,3.56,6.36,3.48,6.56,97.1,87.72,72.36,43,43,18,7.86,9.25,350,6.67,9.29,400,10.44,10.69,360,1.3,1.45,4.077,8.556,1,
13,2,2,4,13-2-4,2017-04-26,2017-05-02,6,1,10,1,2017-06-19,48,2.96,5.4,2.98,5.27,3.04,5.12,3.7,6.58,3.55,6.33,3.43,6.07,74.31,102.96,96.27,37,39,49,11.73,13.4,470,9.25,10.35,330,9.97,11.24,440,0.92,0.98,6.291,7.625,0,
18,9,5,5,18-5-5,2017-04-27,2017-05-07,10,1,10,2,2017-07-03,57,3.47,6.12,3.06,4.85,3.16,5.8,3.65,6.65,3.64,5.81,3.45,5.78,100.75,77.95,100.17,29,45,13,10.53,13.72,420,10.59,11.77,390,10.65,11.34,390,1.42,1.32,4.417,7.865,0,
2,2,2,2,2-2-2,2017-04-25,2017-04-30,5,1,10,3,2017-06-29,60,3.65,7.83,3.71,7.83,3.53,7.35,3.57,7.23,3.53,6.99,3.53,7.47,139.01,124.31,121.86,61,61,37,9.29,12.71,410,11.84,12.77,410,11.34,13.24,520,1.29,1.32,6.935,9.326,0,
19,3,2,3,19-2-3,2017-04-27,2017-04-30,3,1,10,4,2017-07-06,67,3.26,4.99,3.09,6.14,3.11,6.27,3.37,6.82,3.31,6.51,3.45,6.69,98.61,81.77,104.4,47,57,34,8.27,9.53,310,7.34,8.16,320,9.47,9.27,290,1.41,1.38,4.93,9.075,0,
22,13,6,5,22-6-5,2017-04-27,2017-04-30,3,1,10,5,2017-07-06,67,3.59,7.07,4.12,6.94,3.51,6.46,3.99,7.89,4.06,7.24,3.79,6.84,129.92,136.56,139.92,45,40,22,9.23,10.28,510,12.55,13.17,700,15,14.12,520,1.4,1.36,4.631,10.275,1,
21,9,5,3,21-5-3,2017-04-27,2017-04-30,3,1,10,6,2017-07-11,72,3.42,5.69,3.92,6.56,3.25,5.64,3.24,4.48,3.08,6.41,3.84,5.68,83.64,68.04,92.05,55,55,15,11.5,12.36,470,11.45,10.57,640,12.24,11.9,640,1.27,1.24,4.41,8.635,0,
4,9,5,2,4-5-2,2017-04-25,2017-05-01,6,1,10,7,2017-06-28,58,4.18,7.94,4.65,7.43,4.4,7.65,4.28,7.45,4.11,6.93,4.5,7.67,111.34,92.93,103.36,43,46,42,8,9.84,470,12.02,15.8,470,10.71,12.51,310,1.53,1.51,6.609,8.715,0,
13,7,6,1,13-6-1,2017-04-26,2017-04-30,4,1,10,8,2017-06-15,46,4.03,6.75,4.14,7.72,3.26,6.18,3.38,6.15,3.1,6.32,3.62,6.7,116.88,113.16,128.09,36,28,48,11.96,13.55,470,11.34,12.64,450,11.41,13.65,430,1.6,1.37,5.12,7.836,0,
17,14,2,2,17-2-2,2017-04-26,2017-04-30,4,1,10,9,2017-06-25,56,3.33,6.08,3.58,6.83,3.34,6.57,4.3,6.85,4.96,6.75,3.84,7.81,87.67,114.77,96.16,68,57,31,10.21,11.9,410,11.99,13.07,650,12.64,13.11,590,1.16,1.37,5.954,7.996,1,
5,12,5,2,5-5-2,2017-04-25,2017-04-29,4,1,10,10,2017-07-09,71,4.03,7.16,4.22,6.3,3.93,6.64,3.52,6.57,3.93,6.48,3.9,7.07,109.37,114.78,99.67,41,52,21,10.06,11.85,330,11.6,13.38,400,12.4,14.76,520,1.64,1.56,4.923,9.019,0,
3,8,7,1,3-7-1,2017-04-25,2017-05-01,6,1,10,11,2017-07-09,69,2.83,4.46,3.07,5.13,2.76,4.87,2.85,3.82,3.86,4.23,2.84,4.12,58.57,51.85,70.91,16,28,10,9.27,9.95,400,11.02,11.02,350,9.51,10.65,430,1.23,1.46,3.665,6.913,0,
19,8,5,4,19-5-4,2017-04-27,2017-05-01,4,1,10,12,2017-06-14,44,3.35,7.2,3.68,7.04,3.84,7.69,3.57,6.78,2.73,6.16,3.05,5.5,67.74,82.78,75.83,38,48,17,8.49,7.84,330,9.31,7.74,170,13.17,12.81,380,1.35,1.23,3.765,6.432,1,
21,1,1,5,21-1-5,2017-04-27,2017-05-08,11,1,10,13,,#NUM!,,,,,,,,,,,,,,,,,,0,10.51,10.51,370,13.79,13.39,340,7.37,8.22,330,1.11,1.16,,5.807,0,
23,7,6,1,23-6-1,2017-04-27,2017-05-02,5,1,10,14,,#NUM!,,,,,,,,,,,,,,,,,,0,9.16,10.51,390,8.85,9.52,320,7.27,8.23,410,1.231,1.23,,8.379,0,
17,10,6,2,17-6-2,2017-04-26,2017-04-30,4,1,10,15,2017-07-04,65,3.79,5.85,4.04,6.32,4.12,6.61,3.11,5.02,2.67,4.51,2.84,5.12,94.18,71.35,107.64,52,61,9,8.25,8.83,700,9.3,10.58,500,11.43,12.19,490,1.23,1.75,3.945,6.6446,0,
26,2,6,2,26-6-2,2017-04-27,2017-04-30,3,1,10,16,,#NUM!,,,,,,,,,,,,,109.82,108.89,,,,11,10.08,11.06,450,7.57,8.4,510,8.05,9.65,400,1.17,1.33,3.336,7.224,0,
20,15,4,5,20-4-5,2017-04-27,2017-04-30,3,1,10,17,2017-06-29,60,4.22,7.52,3.93,6.23,3.47,6.82,3.83,6.4,3.73,5.83,3.34,6.86,117.4,113.32,132.36,39,57,17,6.47,7.17,410,7.17,8.14,380,8.15,8.3,230,1.13,1.12,4.699,8.365,0,
9,5,2,2,9-2-2,2017-04-26,2017-04-30,4,1,10,18,2017-06-30,61,3.67,6.24,3.07,5.44,3.2,5.53,2.78,5.4,3.18,5.83,3.5,5.5,72.78,74.93,76.31,5,43,15,8.27,9.35,300,9.09,11.77,480,11,12.54,530,1.01,1.36,3.965,7.485,0,
24,7,7,4,24-7-4,2017-04-27,2017-04-30,3,1,10,19,2017-07-04,65,3.41,4.67,2.76,4.11,2.11,3.52,3.27,5.12,3.35,4.47,3.58,5.32,89.4,77.58,91.65,50,39,8,10.17,11.22,350,9.48,9.95,370,8.88,9.65,360,0.99,1.09,3.441,5.7256,0,
3,7,3,2,3-3-2,2017-04-25,2017-04-30,5,1,10,20,2017-07-20,81,3.23,5.79,3.43,6.83,2.95,6.37,,,,,,,118.82,,,,,2,11.17,12.43,460,8.45,9.53,470,10.62,11.54,520,1.43,1.3,3.214,6.795,0,
19,8,5,2,19-5-2,2017-04-27,2017-05-01,4,1,10,21,2017-07-13,73,2.24,3.85,2.47,3.78,2.5,4.3,2.99,4.8,2.41,5.03,2.27,4.62,11.35,22.9,17.92,,,11,8.9,9.92,390,11.83,13.29,500,8.96,9.45,430,1.32,1.5,3.43,7.224,0,
20,6,8,5,20-8-5,2017-04-27,2017-04-30,3,1,10,22,2017-06-20,51,2.58,4.77,3.01,4.63,2.73,4.34,3.23,5.37,3.05,4.81,3.38,5.53,80.83,76.08,98.24,38,44,28,8.87,9.4,410,9.21,10.42,430,7.67,8.4,440,1.31,1.15,5.334,6.425,1,
7,6,7,4,7-7-4,2017-04-26,2017-04-30,4,1,10,23,2017-07-09,70,4.08,6.75,3.5,5.7,3.2,6.07,3.09,6.53,3.98,6.87,3.98,7.01,114.66,131.43,140.72,50,52,13,8.99,11.66,590,9.42,11.04,410,10.13,11.89,380,1.19,1.21,4.547,7.964,0,
25,11,4,4,25-4-4,2017-04-27,2017-04-30,3,1,10,24,2017-06-22,53,3.89,5.71,3.28,6.09,3.29,5.54,3.77,5.08,3.06,5.5,3.05,5.32,120.19,150.77,94.59,53,59,13,12.65,14.12,790,13.13,16.21,950,15.6,17.59,600,1.92,1.36,4.01,7.612,0,
21,13,4,2,21-4-2,2017-04-27,2017-05-02,5,1,10,25,2017-07-05,64,3.23,5.4,3.34,5.47,3.57,5.36,3.37,4.82,2.98,4.55,2.52,4.82,101.32,55.02,85.5,48,43,9,12.96,14.06,610,10.98,12.5,470,11.11,12.36,450,1.39,1.48,3.604,7.885,0,
8,3,2,3,8-2-3,2017-04-26,2017-04-30,4,1,10,26,2017-06-25,56,3.15,6.04,3.36,6.46,3.54,6.43,3.69,6.96,3.9,7.24,4.1,7.44,98.4,101.98,132.65,71,62,44,13.18,14.85,640,14.79,16.29,720,15.16,17.73,590,1.3,1.38,6.835,9.761,0,
7,8,3,3,7-3-3,2017-04-26,2017-05-01,5,1,10,27,2017-06-25,55,3.48,6.1,3.55,6.41,3.09,6.28,4.11,7.11,4.11,6.69,4.08,7.06,70.75,111.88,170.18,38,74,47,11.97,14.04,780,10.11,12.77,570,8,9.03,400,1.42,1.73,7.825,8.103,1,
6,15,5,2,6-5-2,2017-04-25,2017-05-01,6,1,10,28,2017-06-14,44,5.92,7.64,4.42,6.95,4.46,6.97,3.66,5.67,3.66,5.15,3.2,6.15,107.4,108.01,86.26,36,42,39,9.3,10.4,590,12.24,14.72,390,9.72,11.41,410,1.33,1.74,6.68,9.143,0,
7,12,4,5,7-4-5,2017-04-26,2017-05-04,8,1,10,29,2017-07-03,60,3.32,7.17,4.55,7.8,4.13,7.82,4.01,7.24,4.1,7.17,4.5,7.67,150.7,150.94,122.54,52,52,35,11.94,15.85,750,13.36,15.29,790,16.31,16.13,600,1.81,1.69,5.02,11.325,0,
12,3,7,5,12-7-5,2017-04-26,2017-05-01,5,1,10,30,2017-07-03,63,3.31,6.16,3.06,5.39,3.44,5.66,3.34,6.04,3.27,5.62,3.11,5.88,81.64,86.59,91.54,44,48,18,13.21,14.59,560,11.87,13.74,420,11.45,13.06,540,1.82,1.55,4.518,8.412,0,
19,14,8,3,19-8-3,2017-04-27,2017-04-30,3,1,10,31,,#NUM!,,,,,,,,,,,,,,,,,,0,10.02,12.57,550,9.6,11,700,7.41,9.29,560,1.22,1.23,,11.978,0,
10,6,5,4,10-5-4,2017-04-26,2017-04-29,3,1,10,32,2017-06-29,61,3.54,6.6,3.77,7.05,3.73,7.12,3.46,6.28,3.81,5.95,3.54,6.52,105.94,94.5,75.84,63,53,32,8.23,11.82,560,8.78,12,470,14.7,16.51,380,1.75,1.44,5.632,8.4256,0,
14,12,8,3,14-8-3,2017-04-26,2017-04-29,3,1,11,1,2017-06-14,46,3.67,6.95,3.81,7.00,3.84,6.89,3.23,6.82,3.57,6.83,3.56,7.14,91.34,86.6,89.09,35,97,27,11.91,12.21,760,10.89,11.05,450,14.73,15.37,410,1.76,1.52,7.253,9.256,0,
4,15,6,1,4-6-1,2017-04-25,2017-04-28,3,1,11,2,2017-07-05,68,2.93,5.22,2.82,5.05,3.14,5.84,4,6.89,3.78,6.62,3.75,6.72,88.6,111.04,68.96,35,42,34,8.21,9.03,450,9.63,9.88,250,10.58,12.25,520,1,1.27,6.078,11.012,1,
22,14,7,5,22-7-5,2017-04-27,2017-05-01,4,1,11,3,2017-07-09,69,3.7,7.36,4.52,6.8,3.63,6.61,4.12,6.83,3.78,7.06,3.8,7.1,153.93,199.02,107.73,73,80,10,11.22,12.67,730,12.07,12.49,790,13.59,14.13,540,1.71,1.58,4.597,11.73,1,
10,14,1,5,10-1-5,2017-04-26,2017-05-04,8,1,11,4,2017-07-07,64,3.5,6.49,4.18,7.47,3.98,6.76,3.81,6.29,3.81,6.9,3.53,6.78,136.6,96.99,121.85,60,60,26,15.41,15,490,9.29,10.2,700,11.64,11.22,800,1.49,1.22,4.426,8.297,1,
21,7,3,4,21-3-4,2017-04-27,2017-04-30,3,1,11,5,2017-06-25,56,3.6,6.15,3.31,6.17,3.59,6.01,3,4.77,3.15,5.79,3.28,5.56,109.6,126.7,162.08,11,63,3,8.6,9.63,500,9.62,14,600,10.25,11.82,380,1.62,1.58,5.004,8.453,0,
22,13,6,4,22-6-4,2017-04-27,2017-04-30,3,1,11,6,2017-07-03,64,3.58,6.23,3.93,6.3,3.62,6.46,3.02,5.69,3.73,6.3,4.01,6.21,140.03,142.02,115.92,58,45,44,9.12,9.7,630,12.27,14.82,580,13.72,17.54,500,1.1,1.54,6.124,10.772,0,
5,10,1,2,5-1-2,2017-04-25,2017-05-01,6,1,11,7,,#NUM!,,,,,,,,,,,,,,,,,,0,12.78,11.84,520,11.06,10.86,570,10.7,9.14,500,1.23,1.37,,9.472,1,
15,12,7,5,15-7-5,2017-04-26,2017-04-30,4,1,11,8,2017-07-09,70,3.14,6.12,3.6,6.18,3.52,6.22,3.07,5.44,3.3,5.52,3.24,5.72,86.5,96.83,112.75,48,45,20,8.09,9.6,380,9.42,10.68,350,8.89,9.29,310,1.02,1.32,4.12,10.105,0,
