Population,maternal_plant,Family_ID,seeds,Date_planted,Germination_time,Time_to_germination,Is.germinated
17,13,8,2,2017-04-26,2017-04-30,4,1
17,13,8,3,2017-04-26,2017-04-30,4,1
17,13,8,4,2017-04-26,2017-04-29,3,1
17,13,8,5,2017-04-26,2017-04-30,4,1
18,2,1,1,2017-04-26,2017-04-30,4,1
18,2,1,3,2017-04-26,2017-05-04,8,1
18,2,1,4,2017-04-26,2017-05-04,8,1
18,2,1,5,2017-04-26,2017-05-04,8,1
18,4,2,2,2017-04-27,2017-05-04,7,1
18,4,2,4,2017-04-27,2017-05-02,5,1
18,4,2,5,2017-04-27,2017-05-15,18,1
18,5,3,2,2017-04-27,2017-05-05,8,1
18,5,3,3,2017-04-27,2017-05-04,7,1
18,5,3,4,2017-04-27,2017-05-02,5,1
18,5,3,5,2017-04-27,2017-05-04,7,1
18,7,4,1,2017-04-27,2017-05-04,7,1
18,7,4,4,2017-04-27,2017-05-02,5,1
18,7,4,5,2017-04-27,2017-05-01,4,1
18,9,5,1,2017-04-27,2017-05-02,5,1
18,9,5,2,2017-04-27,2017-05-01,4,1
18,9,5,3,2017-04-27,2017-05-07,10,1
18,9,5,4,2017-04-27,2017-05-01,4,1
18,9,5,5,2017-04-27,2017-05-07,10,1
19,2,1,1,2017-04-27,2017-05-07,10,1
19,2,1,2,2017-04-27,2017-05-01,4,1
19,2,1,4,2017-04-27,2017-05-07,10,1
19,2,1,5,2017-04-27,2017-05-05,8,1
19,3,2,1,2017-04-27,2017-05-04,7,1
19,3,2,2,2017-04-27,2017-05-04,7,1
19,3,2,3,2017-04-27,2017-04-30,3,1
19,3,2,4,2017-04-27,2017-05-04,7,1
19,3,2,5,2017-04-27,2017-04-30,3,1
19,6,3,2,2017-04-27,2017-05-02,5,1
19,6,3,3,2017-04-27,2017-05-02,5,1
19,6,3,4,2017-04-27,2017-05-01,4,1
19,6,3,5,2017-04-27,2017-05-04,7,1
19,7,4,1,2017-04-27,2017-04-30,3,1
19,7,4,2,2017-04-27,2017-05-01,4,1
19,7,4,3,2017-04-27,2017-05-04,7,1
19,7,4,5,2017-04-27,2017-04-30,3,1
19,8,5,1,2017-04-27,2017-05-01,4,1
19,8,5,2,2017-04-27,2017-05-01,4,1
19,8,5,4,2017-04-27,2017-05-01,4,1
19,8,5,5,2017-04-27,2017-04-30,3,1
19,12,6,1,2017-04-27,2017-05-01,4,1
19,12,6,3,2017-04-27,2017-05-15,18,1
19,13,7,1,2017-04-27,2017-05-01,4,1
19,13,7,2,2017-04-27,2017-04-30,3,1
19,13,7,3,2017-04-27,2017-04-30,3,1
19,13,7,4,2017-04-27,2017-04-30,3,1
19,13,7,5,2017-04-27,2017-05-01,4,1
19,14,8,1,2017-04-27,2017-04-30,3,1
19,14,8,2,2017-04-27,2017-05-01,4,1
19,14,8,3,2017-04-27,2017-04-30,3,1
19,14,8,4,2017-04-27,2017-04-30,3,1
19,14,8,5,2017-04-27,2017-04-30,3,1
20,4,1,1,2017-04-27,2017-05-01,4,1
20,4,1,2,2017-04-27,2017-04-30,3,1
20,4,1,3,2017-04-27,2017-04-30,3,1
20,4,1,4,2017-04-27,2017-04-30,3,1
20,4,1,5,2017-04-27,2017-04-30,3,1
20,1,2,1,2017-04-27,2017-04-30,3,1
20,1,2,2,2017-04-27,2017-04-30,3,1
20,1,2,3,2017-04-27,2017-04-30,3,1
20,1,2,5,2017-04-27,2017-04-30,3,1
20,3,3,1,2017-04-27,2017-05-01,4,1
20,3,3,2,2017-04-27,2017-05-01,4,1
20,3,3,3,2017-04-27,2017-05-01,4,1
20,3,3,4,2017-04-27,2017-04-30,3,1
20,3,3,5,2017-04-27,2017-05-01,4,1
20,15,4,1,2017-04-27,2017-05-04,7,1
20,15,4,3,2017-04-27,2017-05-02,5,1
20,15,4,4,2017-04-27,2017-04-30,3,1
20,15,4,5,2017-04-27,2017-04-30,3,1
20,12,5,1,2017-04-27,2017-04-30,3,1
20,12,5,2,2017-04-27,2017-04-30,3,1
20,12,5,3,2017-04-27,2017-04-30,3,1
20,12,5,4,2017-04-27,2017-04-30,3,1
20,12,5,5,2017-04-27,2017-04-30,3,1
20,9,6,1,2017-04-27,2017-05-01,4,1
20,9,6,2,2017-04-27,2017-04-30,3,1
20,9,6,3,2017-04-27,2017-04-30,3,1
20,9,6,4,2017-04-27,2017-05-01,4,1
20,9,6,5,2017-04-27,2017-04-30,3,1
20,10,7,1,2017-04-27,2017-04-30,3,1
20,10,7,2,2017-04-27,2017-04-30,3,1
20,10,7,4,2017-04-27,2017-04-30,3,1
20,10,7,5,2017-04-27,2017-05-02,5,1
20,6,8,1,2017-04-27,2017-04-30,3,1
20,6,8,2,2017-04-27,2017-04-30,3,1
20,6,8,3,2017-04-27,2017-04-30,3,1
20,6,8,4,2017-04-27,2017-04-30,3,1
20,6,8,5,2017-04-27,2017-04-30,3,1
21,1,1,2,2017-04-27,2017-05-01,4,1
21,1,1,3,2017-04-27,2017-05-01,4,1
21,1,1,5,2017-04-27,2017-05-08,11,1
21,4,2,1,2017-04-27,2017-04-30,3,1
21,4,2,2,2017-04-27,2017-04-30,3,1
21,4,2,4,2017-04-27,2017-04-30,3,1
21,7,3,1,2017-04-27,2017-05-01,4,1
21,7,3,2,2017-04-27,2017-05-01,4,1
21,7,3,4,2017-04-27,2017-04-30,3,1
21,7,3,5,2017-04-27,2017-04-30,3,1
21,13,4,1,2017-04-27,2017-05-02,5,1
21,13,4,2,2017-04-27,2017-05-02,5,1
21,13,4,3,2017-04-27,2017-04-30,3,1
21,13,4,4,2017-04-27,2017-04-30,3,1
21,13,4,5,2017-04-27,2017-04-30,3,1
21,9,5,1,2017-04-27,2017-05-01,4,1
21,9,5,2,2017-04-27,2017-04-30,3,1
21,9,5,3,2017-04-27,2017-04-30,3,1
21,9,5,5,2017-04-27,2017-05-01,4,1
21,10,6,3,2017-04-27,2017-05-04,7,1
21,10,6,4,2017-04-27,2017-05-04,7,1
21,6,7,1,2017-04-27,2017-05-04,7,1
21,6,7,2,2017-04-27,2017-05-07,10,1
21,6,7,3,2017-04-27,2017-05-07,10,1
21,6,7,5,2017-04-27,2017-04-30,3,1
21,3,8,1,2017-04-27,2017-05-02,5,1
21,3,8,2,2017-04-27,2017-05-02,5,1
21,3,8,3,2017-04-27,2017-04-30,3,1
22,2,1,2,2017-04-27,2017-05-02,5,1
22,2,1,3,2017-04-27,2017-05-01,4,1
22,2,1,4,2017-04-27,2017-05-04,7,1
22,2,1,5,2017-04-27,2017-04-30,3,1
22,5,2,1,2017-04-27,2017-05-02,5,1
22,5,2,2,2017-04-27,2017-04-30,3,1
22,5,2,3,2017-04-27,2017-05-01,4,1
22,5,2,4,2017-04-27,2017-05-02,5,1
22,5,2,5,2017-04-27,2017-05-04,7,1
22,8,3,1,2017-04-27,2017-04-30,3,1
22,8,3,2,2017-04-27,2017-04-30,3,1
22,8,3,3,2017-04-27,2017-05-01,4,1
22,8,3,4,2017-04-27,2017-05-04,7,1
22,8,3,5,2017-04-27,2017-04-30,3,1
22,10,4,1,2017-04-27,2017-04-30,3,1
22,10,4,2,2017-04-27,2017-04-30,3,1
22,10,4,4,2017-04-27,2017-05-01,4,1
22,10,4,5,2017-04-27,2017-04-30,3,1
22,11,5,1,2017-04-27,2017-04-30,3,1
22,11,5,3,2017-04-27,2017-04-30,3,1
22,11,5,4,2017-04-27,2017-05-01,4,1
22,11,5,5,2017-04-27,2017-05-05,8,1
22,13,6,2,2017-04-27,2017-04-30,3,1
22,13,6,3,2017-04-27,2017-04-30,3,1
22,13,6,4,2017-04-27,2017-04-30,3,1
22,13,6,5,2017-04-27,2017-04-30,3,1
22,14,7,1,2017-04-27,2017-05-01,4,1
22,14,7,2,2017-04-27,2017-05-02,5,1
22,14,7,3,2017-04-27,2017-05-01,4,1
22,14,7,4,2017-04-27,2017-05-01,4,1
22,14,7,5,2017-04-27,2017-05-01,4,1
23,14,1,1,2017-04-27,2017-05-01,4,1
23,14,1,2,2017-04-27,2017-05-01,4,1
23,14,1,3,2017-04-27,2017-05-01,4,1
23,14,1,4,2017-04-27,2017-05-01,4,1
23,14,1,5,2017-04-27,2017-05-01,4,1
23,13,2,1,2017-04-27,2017-05-01,4,1
23,13,2,4,2017-04-27,2017-04-30,3,1
23,2,3,1,2017-04-27,2017-05-01,4,1
23,2,3,2,2017-04-27,2017-05-01,4,1
23,2,3,3,2017-04-27,2017-05-04,7,1
23,2,3,4,2017-04-27,2017-05-02,5,1
23,2,3,5,2017-04-27,2017-05-04,7,1
23,11,4,1,2017-04-27,2017-04-30,3,1
23,11,4,2,2017-04-27,2017-04-30,3,1
23,11,4,3,2017-04-27,2017-04-30,3,1
23,11,4,4,2017-04-27,2017-05-01,4,1
23,11,4,5,2017-04-27,2017-05-01,4,1
23,8,5,1,2017-04-27,2017-05-02,5,1
23,8,5,4,2017-04-27,2017-04-30,3,1
23,8,5,5,2017-04-27,2017-05-05,8,1
23,7,6,1,2017-04-27,2017-05-02,5,1
23,7,6,2,2017-04-27,2017-04-30,3,1
23,7,6,3,2017-04-27,2017-04-30,3,1
23,7,6,5,2017-04-27,2017-05-04,7,1
23,4,7,2,2017-04-27,2017-04-30,3,1
23,4,7,5,2017-04-27,2017-04-30,3,1
23,5,8,1,2017-04-27,2017-04-30,3,1
23,5,8,2,2017-04-27,2017-05-02,5,1
23,5,8,4,2017-04-27,2017-05-04,7,1
23,5,8,5,2017-04-27,2017-05-04,7,1
24,12,1,1,2017-04-27,2017-05-02,5,1
24,12,1,2,2017-04-27,2017-05-02,5,1
24,12,1,3,2017-04-27,2017-05-01,4,1
24,12,1,4,2017-04-27,2017-05-01,4,1
24,12,1,5,2017-04-27,2017-05-05,8,1
24,8,2,1,2017-04-27,2017-04-30,3,1
24,8,2,2,2017-04-27,2017-04-30,3,1
24,8,2,3,2017-04-27,2017-05-01,4,1
24,8,2,4,2017-04-27,2017-04-30,3,1
24,8,2,5,2017-04-27,2017-05-01,4,1
24,6,3,1,2017-04-27,2017-04-30,3,1
24,6,3,3,2017-04-27,2017-05-01,4,1
24,6,3,4,2017-04-27,2017-05-01,4,1
24,6,3,5,2017-04-27,2017-05-01,4,1
24,13,4,1,2017-04-27,2017-05-01,4,1
24,13,4,2,2017-04-27,2017-05-01,4,1
24,13,4,5,2017-04-27,2017-05-05,8,1
24,5,5,3,2017-04-27,2017-05-04,7,1
24,5,5,4,2017-04-27,2017-05-02,5,1
24,5,5,5,2017-04-27,2017-05-01,4,1
24,11,6,1,2017-04-27,2017-05-05,8,1
24,11,6,2,2017-04-27,2017-05-01,4,1
24,11,6,3,2017-04-27,2017-05-02,5,1
24,11,6,5,2017-04-27,2017-05-07,10,1
24,7,7,1,2017-04-27,2017-05-05,8,1
24,7,7,2,2017-04-27,2017-05-01,4,1
24,7,7,4,2017-04-27,2017-04-30,3,1
24,7,7,5,2017-04-27,2017-04-30,3,1
24,4,8,1,2017-04-27,2017-05-12,15,1
24,4,8,3,2017-04-27,2017-05-04,7,1
24,4,8,5,2017-04-27,2017-05-05,8,1
25,10,1,2,2017-04-27,2017-05-01,4,1
25,10,1,3,2017-04-27,2017-05-02,5,1
25,10,1,4,2017-04-27,2017-05-02,5,1
25,10,1,5,2017-04-27,2017-04-30,3,1
25,3,2,1,2017-04-27,2017-05-02,5,1
25,3,2,2,2017-04-27,2017-05-01,4,1
25,3,2,3,2017-04-27,2017-04-30,3,1
25,3,2,4,2017-04-27,2017-04-30,3,1
25,3,2,5,2017-04-27,2017-04-30,3,1
25,13,3,1,2017-04-27,2017-05-01,4,1
25,13,3,2,2017-04-27,2017-04-30,3,1
25,13,3,3,2017-04-27,2017-04-30,3,1
25,13,3,5,2017-04-27,2017-04-30,3,1
25,11,4,1,2017-04-27,2017-04-30,3,1
25,11,4,2,2017-04-27,2017-04-30,3,1
25,11,4,3,2017-04-27,2017-04-30,3,1
25,11,4,4,2017-04-27,2017-04-30,3,1
25,11,4,5,2017-04-27,2017-05-01,4,1
25,7,5,1,2017-04-27,2017-04-30,3,1
25,7,5,2,2017-04-27,2017-05-05,8,1
25,7,5,3,2017-04-27,2017-05-04,7,1
25,7,5,5,2017-04-27,2017-04-30,3,1
25,12,6,1,2017-04-27,2017-04-30,3,1
25,12,6,3,2017-04-27,2017-05-04,7,1
25,12,6,4,2017-04-27,2017-05-04,7,1
25,12,6,5,2017-04-27,2017-05-01,4,1
25,1,7,1,2017-04-27,2017-04-30,3,1
25,1,7,2,2017-04-27,2017-05-01,4,1
25,1,7,3,2017-04-27,2017-04-30,3,1
25,1,7,4,2017-04-27,2017-05-01,4,1
25,1,7,5,2017-04-27,2017-05-01,4,1
25,14,8,1,2017-04-27,2017-05-01,4,1
25,14,8,2,2017-04-27,2017-05-01,4,1
25,14,8,3,2017-04-27,2017-04-30,3,1
25,14,8,4,2017-04-27,2017-04-30,3,1
26,7,1,1,2017-04-27,2017-04-30,3,1
26,7,1,2,2017-04-27,2017-04-30,3,1
26,7,1,3,2017-04-27,2017-04-30,3,1
26,7,1,4,2017-04-27,2017-04-30,3,1
26,7,1,5,2017-04-27,2017-05-02,5,1
26,10,2,1,2017-04-27,2017-05-02,5,1
26,10,2,2,2017-04-27,2017-05-05,8,1
26,10,2,3,2017-04-27,2017-04-30,3,1
26,10,2,4,2017-04-27,2017-04-30,3,1
26,10,2,5,2017-04-27,2017-04-30,3,1
26,5,3,1,2017-04-27,2017-04-30,3,1
26,5,3,2,2017-04-27,2017-05-02,5,1
26,5,3,3,2017-04-27,2017-05-02,5,1
26,5,3,4,2017-04-27,2017-05-02,5,1
26,5,3,5,2017-04-27,2017-04-30,3,1
26,8,4,1,2017-04-27,2017-05-02,5,1
26,8,4,2,2017-04-27,2017-05-02,5,1
26,8,4,3,2017-04-27,2017-04-30,3,1
26,8,4,4,2017-04-27,2017-05-01,4,1
26,9,5,1,2017-04-27,2017-04-30,3,1
26,9,5,2,2017-04-27,2017-05-01,4,1
26,9,5,3,2017-04-27,2017-04-30,3,1
26,9,5,4,2017-04-27,2017-04-30,3,1
26,9,5,5,2017-04-27,2017-04-30,3,1
26,2,6,1,2017-04-27,2017-04-30,3,1
26,2,6,2,2017-04-27,2017-04-30,3,1
26,2,6,3,2017-04-27,2017-04-30,3,1
26,2,6,4,2017-04-27,2017-04-30,3,1
26,2,6,5,2017-04-27,2017-05-01,4,1
26,1,7,2,2017-04-27,2017-05-01,4,1
26,1,7,3,2017-04-27,2017-04-30,3,1
26,1,7,4,2017-04-27,2017-04-30,3,1
26,1,7,5,2017-04-27,2017-04-30,3,1
26,3,8,1,2017-04-27,2017-05-01,4,1
26,3,8,2,2017-04-27,2017-04-30,3,1
26,3,8,3,2017-04-27,2017-04-30,3,1
26,3,8,4,2017-04-27,2017-04-30,3,1
26,3,8,5,2017-04-27,2017-04-30,3,1
27,7,1,1,2017-04-27,2017-04-30,3,1
27,7,1,2,2017-04-27,2017-05-01,4,1
27,7,1,4,2017-04-27,2017-04-30,3,1
27,7,1,5,2017-04-27,2017-04-30,3,1
27,3,2,1,2017-04-27,2017-04-30,3,1
27,3,2,2,2017-04-27,2017-05-01,4,1
27,3,2,3,2017-04-27,2017-04-30,3,1
27,3,2,4,2017-04-27,2017-04-30,3,1
27,3,2,5,2017-04-27,2017-05-02,5,1
27,6,3,1,2017-04-27,2017-05-02,5,1
27,6,3,2,2017-04-27,2017-04-30,3,1
27,6,3,3,2017-04-27,2017-05-02,5,1
27,6,3,5,2017-04-27,2017-04-30,3,1
27,14,4,1,2017-04-27,2017-04-30,3,1
27,14,4,3,2017-04-27,2017-05-02,5,1
27,14,4,4,2017-04-27,2017-05-01,4,1
27,14,4,5,2017-04-27,2017-05-01,4,1
27,2,5,1,2017-04-27,2017-04-30,3,1
27,2,5,2,2017-04-27,2017-04-30,3,1
27,2,5,3,2017-04-27,2017-05-01,4,1
27,2,5,4,2017-04-27,2017-04-30,3,1
27,2,5,5,2017-04-27,2017-04-30,3,1
27,15,6,1,2017-04-27,2017-04-30,3,1
27,15,6,2,2017-04-27,2017-04-30,3,1
27,15,6,3,2017-04-27,2017-05-01,4,1
27,15,6,4,2017-04-27,2017-05-01,4,1
27,15,6,5,2017-04-27,2017-05-01,4,1
27,12,7,1,2017-04-27,2017-04-30,3,1
27,12,7,2,2017-04-27,2017-04-30,3,1
27,12,7,3,2017-04-27,2017-04-30,3,1
27,12,7,4,2017-04-27,2017-04-30,3,1
27,12,7,5,2017-04-27,2017-04-30,3,1
27,11,8,1,2017-04-27,2017-04-30,3,1
27,11,8,2,2017-04-27,2017-04-30,3,1
27,11,8,3,2017-04-27,2017-05-01,4,1
27,11,8,5,2017-04-27,2017-04-30,3,1
1,2,1,1,2017-04-25,,#NUM!,0
1,2,1,4,2017-04-25,,#NUM!,0
1,3,2,2,2017-04-25,2017-05-15,20,1
1,3,2,5,2017-04-25,,#NUM!,0
1,5,3,1,2017-04-25,,#NUM!,0
1,5,3,4,2017-04-25,,#NUM!,0
1,5,3,5,2017-04-25,,#NUM!,0
1,6,4,2,2017-04-25,,#NUM!,0
1,6,4,4,2017-04-25,,#NUM!,0
1,6,4,5,2017-04-25,,#NUM!,0
1,7,5,2,2017-04-25,,#NUM!,0
1,7,5,5,2017-04-25,,#NUM!,0
1,11,7,3,2017-04-25,,#NUM!,0
1,12,8,3,2017-04-25,,#NUM!,0
1,12,8,4,2017-04-25,,#NUM!,0
1,12,8,5,2017-04-25,,#NUM!,0
2,1,1,2,2017-04-25,,#NUM!,0
2,1,1,5,2017-04-25,,#NUM!,0
2,2,2,1,2017-04-25,,#NUM!,0
2,2,2,3,2017-04-25,,#NUM!,0
2,3,3,5,2017-04-25,,#NUM!,0
2,4,4,1,2017-04-25,,#NUM!,0
2,4,4,2,2017-04-25,,#NUM!,0
2,4,4,5,2017-04-25,,#NUM!,0
2,8,6,5,2017-04-25,,#NUM!,0
2,9,7,1,2017-04-25,,#NUM!,0
2,9,7,3,2017-04-25,,#NUM!,0
2,9,7,5,2017-04-25,,#NUM!,0
3,9,1,1,2017-04-25,,#NUM!,0
3,9,1,2,2017-04-25,,#NUM!,0
3,9,1,5,2017-04-25,,#NUM!,0
3,7,3,3,2017-04-25,,#NUM!,0
3,1,5,2,2017-04-25,,#NUM!,0
3,1,5,3,2017-04-25,,#NUM!,0
3,1,5,4,2017-04-25,,#NUM!,0
3,15,6,1,2017-04-25,,#NUM!,0
3,15,6,2,2017-04-25,,#NUM!,0
3,15,6,5,2017-04-25,,#NUM!,0
3,3,8,3,2017-04-25,,#NUM!,0
4,14,1,3,2017-04-25,2017-05-15,20,1
4,14,1,4,2017-04-25,,#NUM!,0
4,13,2,2,2017-04-25,,#NUM!,0
4,13,2,3,2017-04-25,,#NUM!,0
4,3,7,3,2017-04-25,,#NUM!,0
4,7,8,1,2017-04-25,,#NUM!,0
5,14,4,5,2017-04-25,,#NUM!,0
5,12,5,3,2017-04-25,,#NUM!,0
5,11,6,5,2017-04-25,,#NUM!,0
6,9,2,1,2017-04-25,,#NUM!,0
6,9,2,5,2017-04-25,,#NUM!,0
6,1,7,4,2017-04-26,,#NUM!,0
6,1,7,5,2017-04-26,,#NUM!,0
6,6,8,2,2017-04-26,,#NUM!,0
7,4,1,5,2017-04-26,,#NUM!,0
7,3,2,4,2017-04-26,2017-05-15,19,1
7,8,3,2,2017-04-26,,#NUM!,0
7,15,5,2,2017-04-26,,#NUM!,0
7,10,6,5,2017-04-26,,#NUM!,0
8,6,2,4,2017-04-26,,#NUM!,0
8,8,3,3,2017-04-26,,#NUM!,0
8,8,3,4,2017-04-26,,#NUM!,0
8,5,4,4,2017-04-26,,#NUM!,0
8,4,5,1,2017-04-26,,#NUM!,0
8,10,6,1,2017-04-26,,#NUM!,0
8,10,6,5,2017-04-26,,#NUM!,0
9,2,1,2,2017-04-26,,#NUM!,0
9,2,1,4,2017-04-26,,#NUM!,0
9,5,2,1,2017-04-26,,#NUM!,0
9,1,3,4,2017-04-26,,#NUM!,0
9,14,4,1,2017-04-26,,#NUM!,0
9,14,4,3,2017-04-26,,#NUM!,0
9,14,4,5,2017-04-26,,#NUM!,0
9,8,5,1,2017-04-26,,#NUM!,0
9,8,5,2,2017-04-26,,#NUM!,0
9,8,5,4,2017-04-26,,#NUM!,0
9,11,6,3,2017-04-26,,#NUM!,0
9,11,6,4,2017-04-26,,#NUM!,0
9,11,6,5,2017-04-26,,#NUM!,0
9,3,7,2,2017-04-26,,#NUM!,0
9,3,7,3,2017-04-26,,#NUM!,0
9,3,7,5,2017-04-26,,#NUM!,0
9,15,8,2,2017-04-26,,#NUM!,0
9,15,8,4,2017-04-26,,#NUM!,0
10,14,1,3,2017-04-26,,#NUM!,0
10,4,2,1,2017-04-26,,#NUM!,0
10,11,3,1,2017-04-26,,#NUM!,0
10,11,3,4,2017-04-26,,#NUM!,0
10,8,4,1,2017-04-26,,#NUM!,0
10,6,5,1,2017-04-26,,#NUM!,0
10,6,5,2,2017-04-26,,#NUM!,0
10,6,5,5,2017-04-26,,#NUM!,0
10,3,6,3,2017-04-26,,#NUM!,0
10,2,7,2,2017-04-26,,#NUM!,0
10,2,7,5,2017-04-26,,#NUM!,0
10,5,8,1,2017-04-26,,#NUM!,0
11,8,3,1,2017-04-26,,#NUM!,0
11,3,4,3,2017-04-26,,#NUM!,0
11,3,4,5,2017-04-26,,#NUM!,0
11,11,5,5,2017-04-26,,#NUM!,0
11,14,7,5,2017-04-26,,#NUM!,0
11,2,8,2,2017-04-26,,#NUM!,0
11,2,8,4,2017-04-26,,#NUM!,0
12,11,1,3,2017-04-26,,#NUM!,0
12,1,3,2,2017-04-26,,#NUM!,0
12,5,4,2,2017-04-26,,#NUM!,0
12,7,5,1,2017-04-26,,#NUM!,0
12,7,5,3,2017-04-26,,#NUM!,0
12,7,5,4,2017-04-26,,#NUM!,0
12,4,6,2,2017-04-26,,#NUM!,0
12,3,7,1,2017-04-26,,#NUM!,0
13,1,1,3,2017-04-26,,#NUM!,0
13,1,1,5,2017-04-26,,#NUM!,0
13,4,3,2,2017-04-26,,#NUM!,0
13,4,3,3,2017-04-26,,#NUM!,0
13,5,4,2,2017-04-26,,#NUM!,0
13,7,6,5,2017-04-26,,#NUM!,0
13,8,7,3,2017-04-26,,#NUM!,0
13,8,7,4,2017-04-26,,#NUM!,0
13,14,8,4,2017-04-26,,#NUM!,0
14,2,1,3,2017-04-26,,#NUM!,0
14,9,5,2,2017-04-26,,#NUM!,0
14,10,6,5,2017-04-26,,#NUM!,0
14,4,7,5,2017-04-26,,#NUM!,0
14,12,8,2,2017-04-26,,#NUM!,0
15,1,1,5,2017-04-26,,#NUM!,0
15,6,4,4,2017-04-26,,#NUM!,0
15,9,6,4,2017-04-26,,#NUM!,0
15,9,6,5,2017-04-26,,#NUM!,0
15,12,7,4,2017-04-26,,#NUM!,0
16,7,2,5,2017-04-26,,#NUM!,0
16,6,3,2,2017-04-26,,#NUM!,0
17,4,1,1,2017-04-26,,#NUM!,0
18,2,1,2,2017-04-26,,#NUM!,0
18,4,2,1,2017-04-27,,#NUM!,0
18,4,2,3,2017-04-27,,#NUM!,0
18,5,3,1,2017-04-27,,#NUM!,0
18,7,4,2,2017-04-27,,#NUM!,0
18,7,4,3,2017-04-27,,#NUM!,0
19,2,1,3,2017-04-27,,#NUM!,0
19,6,3,1,2017-04-27,,#NUM!,0
19,7,4,4,2017-04-27,,#NUM!,0
19,8,5,3,2017-04-27,,#NUM!,0
19,12,6,2,2017-04-27,,#NUM!,0
19,12,6,4,2017-04-27,,#NUM!,0
19,12,6,5,2017-04-27,,#NUM!,0
20,1,2,4,2017-04-27,,#NUM!,0
20,15,4,2,2017-04-27,,#NUM!,0
20,10,7,3,2017-04-27,,#NUM!,0
21,1,1,1,2017-04-27,,#NUM!,0
21,1,1,4,2017-04-27,,#NUM!,0
21,4,2,3,2017-04-27,,#NUM!,0
21,4,2,5,2017-04-27,,#NUM!,0
21,7,3,3,2017-04-27,,#NUM!,0
21,9,5,4,2017-04-27,,#NUM!,0
21,10,6,1,2017-04-27,,#NUM!,0
21,10,6,2,2017-04-27,,#NUM!,0
21,10,6,5,2017-04-27,,#NUM!,0
21,6,7,4,2017-04-27,,#NUM!,0
21,3,8,4,2017-04-27,,#NUM!,0
21,3,8,5,2017-04-27,,#NUM!,0
22,2,1,1,2017-04-27,,#NUM!,0
22,10,4,3,2017-04-27,,#NUM!,0
22,11,5,2,2017-04-27,,#NUM!,0
22,13,6,1,2017-04-27,,#NUM!,0
23,13,2,2,2017-04-27,,#NUM!,0
23,13,2,3,2017-04-27,,#NUM!,0
23,13,2,5,2017-04-27,,#NUM!,0
23,8,5,2,2017-04-27,,#NUM!,0
23,8,5,3,2017-04-27,,#NUM!,0
23,7,6,4,2017-04-27,,#NUM!,0
23,4,7,1,2017-04-27,,#NUM!,0
23,4,7,3,2017-04-27,,#NUM!,0
23,4,7,4,2017-04-27,,#NUM!,0
23,5,8,3,2017-04-27,,#NUM!,0
24,6,3,2,2017-04-27,,#NUM!,0
24,13,4,3,2017-04-27,,#NUM!,0
24,13,4,4,2017-04-27,,#NUM!,0
24,5,5,1,2017-04-27,,#NUM!,0
24,5,5,2,2017-04-27,,#NUM!,0
24,11,6,4,2017-04-27,,#NUM!,0
24,7,7,3,2017-04-27,,#NUM!,0
24,4,8,2,2017-04-27,,#NUM!,0
24,4,8,4,2017-04-27,,#NUM!,0
25,10,1,1,2017-04-27,,#NUM!,0
25,13,3,4,2017-04-27,,#NUM!,0
25,7,5,4,2017-04-27,,#NUM!,0
25,12,6,2,2017-04-27,,#NUM!,0
25,14,8,5,2017-04-27,,#NUM!,0
26,8,4,5,2017-04-27,,#NUM!,0
26,1,7,1,2017-04-27,,#NUM!,0
27,7,1,3,2017-04-27,,#NUM!,0
27,6,3,4,2017-04-27,,#NUM!,0
27,14,4,2,2017-04-27,,#NUM!,0
27,11,8,4,2017-04-27,,#NUM!,0
